5.58273   -0.220495   0.142619   0.653562   1
4.70334   0.22773   0.858337   0.635287   2
5.16837   1.26724   -4.85224   0.822825   3
5.53562   -1.48298   -6.03893   0.505248   4
4.0856   -2.08799   -2.83849   0.47806   5
3.31178   -4.11456   -2.61155   1.15783   6
1.93712   -3.40013   -4.49376   2.54473   7
-0.07108   -4.68831   -3.86264   1.30772   8
1.36299   -7.01291   -0.341264   1.71409   9
0.0844451   -6.17058   0.908934   1.62698   10
-2.3627   -5.00859   2.55185   -0.107176   11
-2.32859   -5.18455   5.18196   -1.12002   12
-4.80756   -7.44213   3.1985   4.37418   13
-1.61629   -5.24884   4.18583   0.358915   14
-0.203839   -8.28152   4.97743   -1.03539   15
-2.15781   -8.22462   5.54317   1.48273   16
-0.780368   -10.6285   2.47567   2.00541   17
-0.338702   -7.19924   1.63284   1.55252   18
-2.06621   -10.2299   2.03348   1.34929   19
-1.50518   -9.54526   0.829482   4.88707   20
-2.38534   -8.04189   0.68738   3.36254   21
0.865359   -5.32335   0.969981   -2.01646   22
1.64942   -6.30488   -0.979336   -1.08147   23
-3.5863   -9.68316   -2.74463   2.53385   24
-4.9019   -10.9357   -0.862153   2.98549   25
-2.39166   -12.3577   0.336985   2.83015   26
-3.65913   -14.3799   -2.06217   3.2484   27
-4.17386   -14.453   -2.94498   3.8884   28
-2.36854   -16.3159   -2.57739   1.54693   29
-2.70163   -13.3607   -3.56046   -0.832724   30
-1.51471   -14.5638   -4.72709   1.79478   31
-2.96332   -12.2117   -0.518623   -0.0310593   32
-0.703689   -12.027   0.209054   -2.27403   33
-0.498057   -10.4939   -2.36812   -2.34157   34
1.56529   -10.321   -1.09888   -4.20184   35
0.510864   -12.2913   -1.06099   -2.99674   36
1.14084   -10.9715   -1.95063   -2.07314   37
-2.14808   -11.0476   -4.06978   -1.85643   38
-2.2632   -10.8566   -5.19143   0.678045   39
-2.97431   -12.4624   -2.77572   -1.04841   40
-4.49051   -11.7133   -9.37669   0.250402   41
-3.98507   -11.692   -10.1796   2.21131   42
-4.63015   -15.7766   -8.81286   2.53166   43
-3.51322   -14.7965   -7.30012   0.600769   44
-0.982006   -16.3398   -7.0118   0.302245   45
-3.49375   -19.1934   -6.17983   2.22085   46
-5.76508   -19.288   -7.17336   2.48067   47
-7.47157   -17.6147   -6.30679   -0.0029251   48
-6.33093   -16.6324   -8.52072   0.1897   49
-6.44548   -15.8325   -8.10395   -0.766435   50
-6.16262   -13.8782   -6.26933   -0.604244   51
-5.49377   -13.1074   -5.23367   0.00235757   52
-6.02351   -8.81132   -7.27852   -0.907462   53
-4.24979   -9.49347   -3.85291   -1.34265   54
-3.69648   -10.8352   -4.96774   0.494922   55
-4.33132   -11.4039   -8.76962   0.180779   56
-5.75773   -11.3008   -7.88128   -0.496113   57
-5.12951   -10.3667   -9.70021   -0.696897   58
-6.13941   -11.6523   -7.52698   -1.58891   59
-6.46364   -10.3041   -8.13804   -1.63105   60
-9.28242   -16.5612   -5.1651   1.29519   61
-6.63383   -15.6014   -2.95536   1.94508   62
-5.27079   -15.3137   -2.59622   -0.689469   63
-5.92375   -14.3694   -2.58962   -4.35046   64
-5.25643   -13.779   1.21287   -4.38355   65
-6.54152   -14.2103   4.74922   -2.7204   66
-2.93802   -13.7429   7.5838   -3.54404   67
-4.87566   -15.6405   6.31205   -1.29339   68
